no_test,id,fakultas,pekerjaan_ayah,pekerjaan_ibu,pendapatan_class,penghasilan_ayah,penghasilan_ibu,kepemilikan_rumah,koreksi_pengeluaran_mhs_iuran_sekolah,kendaraan,sekolah,listrik,keberadaan_orangtua,pajak,ukt_rev
423010842,478,8,2,1,1,1500000,0,1,120000,3,3,2,2.0,160000.0,2
423010893,959,7,1,1,1,1500000,0,2,60000,3,2,2,2.0,170000.0,2
423011222,4468,4,2,2,1,500000,250000,3,50000,3,2,1,2.0,250000.0,2
423013238,911,3,5,6,8,4300000,0,1,144375,6,3,1,2.0,3000000.0,7
423013610,885,4,7,1,1,1800000,0,1,150000,3,2,1,2.0,250000.0,2
423013894,852,4,1,3,2,0,1500000,3,0,3,4,2,2.0,260000.0,3
423014176,49,10,9,9,8,17000000,10000000,7,600000,6,5,3,2.0,2100000.0,8
423015452,4784,3,6,1,5,3000000,0,2,0,3,4,2,2.0,360000.0,3
423016001,4486,2,1,1,2,2000000,0,1,0,3,2,1,2.0,240000.0,2
423016933,4423,4,2,1,1,1000000,0,3,0,3,4,1,2.0,108000.0,2
423016933,4423,4,2,1,1,1000000,0,3,0,3,4,1,2.0,108000.0,2
423016933,4423,4,2,1,1,1000000,0,3,0,3,4,1,2.0,108000.0,2
423016933,4423,4,2,1,1,1000000,0,3,0,3,4,1,2.0,108000.0,2
423017194,354,8,8,1,8,5000000,0,5,500000,6,4,3,2.0,1475000.0,8
423019183,527,2,1,0,2,1500000,0,1,350000,3,4,1,1.0,250000.0,4
423020176,523,4,6,1,8,7144642,0,5,500000,5,4,4,2.0,2300000.0,8
423020207,464,2,1,3,1,1000000,500000,3,85000,3,3,2,2.0,270000.0,3
423020446,1126,3,9,5,8,2949900,2966500,3,0,3,5,2,2.0,185000.0,6
423022189,655,9,6,9,8,9176182,4591504,1,450000,6,4,2,2.0,1935000.0,8
423022730,7,8,5,5,3,2000000,3500000,1,330000,3,4,3,2.0,2450000.0,6
423022833,4407,7,1,1,1,1000000,750000,3,0,3,2,2,2.0,0.0,2
423023935,54,10,8,8,7,2000000,2000000,2,70,3,2,3,2.0,0.0,6
423026070,491,8,6,1,2,3000000,0,7,100000,5,2,3,2.0,1000000.0,5
423027208,299,5,2,2,8,1500000,1750000,2,50000,3,2,1,2.0,0.0,4
423027689,548,9,9,3,3,0,1500000,1,150000,3,3,3,2.0,0.0,3
423030613,337,8,9,9,8,4583100,3909700,5,167000,4,3,2,2.0,195500.0,8
423031183,117,8,9,1,8,8000000,0,7,60000,4,3,4,2.0,5700000.0,8
423034288,26,10,7,1,3,2000000,0,7,3200000,4,2,2,2.0,450000.0,6
423036290,4157,4,1,1,2,2250000,0,1,100000,4,3,2,2.0,300000.0,2
423037842,313,8,6,6,8,20000000,25000000,8,500000,8,5,5,2.0,9300000.0,8
423037914,710,4,7,1,7,4000000,0,6,300000,4,4,3,2.0,277.0,7
423038199,265,6,1,1,2,2000000,0,3,85000,3,3,1,2.0,152000.0,2
423038740,482,8,7,9,8,2500000,4591400,1,500000,4,5,3,2.0,200000.0,7
423039088,4818,6,1,0,4,900000,0,1,200000,3,3,3,1.0,164000.0,3
423041212,61,10,1,3,1,500000,300000,1,550000,3,5,2,2.0,210000.0,3
423042532,542,2,7,6,2,1300000,500000,4,0,3,3,2,2.0,146000.0,3
423044654,4755,9,1,1,2,3000000,0,3,0,3,3,1,2.0,160000.0,2
423046561,4370,2,2,1,1,1200000,0,4,0,4,1,2,2.0,350000.0,2
423046565,4400,8,1,1,1,2500000,0,1,110000,3,3,1,2.0,403000.0,2
423048350,479,8,6,6,6,1162000,2310000,3,0,6,5,2,2.0,521000.0,6
423049953,107,5,0,9,8,0,4442500,5,200000,4,3,1,1.0,2250000.0,7
423050041,52,10,7,1,2,1200000,0,4,210000,3,4,2,2.0,210000.0,5
423050186,908,3,8,1,6,5000000,0,1,10000,3,1,2,2.0,1750000.0,4
423050347,4449,1,2,1,2,2000000,0,3,70000,4,2,2,2.0,200000.0,2
423050548,606,2,2,2,1,700000,700000,5,400000,3,4,3,2.0,238000.0,6
423056362,89,5,6,9,6,4934060,4236500,4,0,3,1,2,2.0,120000.0,8
423056412,794,4,6,9,8,600000,6081300,7,0,3,1,3,2.0,1959000.0,7
423056879,599,2,9,1,4,4436100,0,7,0,4,1,3,2.0,400000.0,6
423056884,4467,2,2,1,4,3500000,0,3,150000,3,3,2,2.0,200000.0,3
423060483,4121,1,1,1,2,1000000,0,1,105000,3,2,3,2.0,125000.0,2
423065804,4520,4,1,1,2,2000000,0,1,50000,3,2,2,2.0,200000.0,2
423066632,679,4,2,1,2,1500000,0,4,0,4,1,2,2.0,0.0,3
423066843,549,9,1,1,8,4000000,0,7,300000,3,4,3,2.0,225000.0,7
423067176,507,4,2,9,8,1000000,5542800,7,0,4,5,1,2.0,150500.0,7
423068614,819,2,9,1,7,5532500,0,1,150000,7,3,2,2.0,3520000.0,6
423068804,1041,7,6,1,8,4000000,0,4,300000,3,4,2,2.0,201000.0,6
423069219,270,6,3,1,1,1728000,0,1,0,3,1,3,2.0,135000.0,1
423070794,596,9,5,5,4,3700000,0,1,90000,3,2,1,2.0,400000.0,6
423072005,4461,4,1,5,8,1000000,3495100,5,100000,3,2,1,2.0,284000.0,3
423072673,659,9,6,1,8,10014542,0,5,0,4,3,3,2.0,210000.0,6
423072676,4395,10,6,1,3,3541082,0,3,0,3,1,2,2.0,200000.0,3
423074911,505,4,3,1,2,1500000,0,1,30000,3,1,1,2.0,0.0,2
423076174,568,9,6,1,8,8520000,0,4,100000,4,2,3,2.0,2064500.0,8
423081972,803,2,1,1,2,2500000,0,3,0,4,1,2,2.0,185500.0,3
423082729,4116,2,2,1,1,750000,0,2,0,3,3,2,2.0,0.0,2
423083209,4728,9,2,1,1,500000,0,3,0,1,3,1,2.0,0.0,1
423083587,589,9,7,1,1,1000000,0,2,0,3,3,1,2.0,0.0,2
423083977,70,10,9,9,8,4436100,3873300,4,120000,3,3,2,2.0,2680000.0,8
423084484,4438,7,6,1,5,5272000,0,1,330000,3,4,3,2.0,221000.0,3
423086827,4367,5,6,1,5,4224639,0,5,135000,4,3,3,2.0,156000.0,3
423087423,4144,7,1,1,1,900000,0,2,100000,4,2,3,2.0,200000.0,2
423089992,141,8,9,1,4,2622100,0,4,200000,3,3,3,2.0,165000.0,6
423090905,910,3,9,9,8,6400000,4600000,7,150000,5,4,3,2.0,2350000.0,8
423090905,910,3,9,9,8,6400000,4600000,7,150000,5,4,3,2.0,2350000.0,8
423093410,1121,3,6,1,8,22700000,0,7,0,8,5,5,2.0,5200000.0,8
423093652,873,7,7,1,5,5000000,0,5,60000,5,2,3,2.0,630000.0,5
423094113,4343,5,5,1,5,3000000,0,3,0,4,3,2,2.0,364000.0,3
423094217,917,4,9,3,8,5341200,1500000,3,0,3,1,2,2.0,230000.0,7
423095350,395,8,6,1,8,7203000,0,1,410000,1,4,4,2.0,0.0,7
423096380,4561,4,1,5,3,0,1500000,1,0,3,3,2,2.0,0.0,1
423097064,4405,2,2,5,1,1000000,500000,3,0,4,1,1,2.0,380000.0,2
423097403,4450,3,7,1,1,600000,0,1,0,3,1,2,2.0,135500.0,1
423098317,91,5,2,1,7,8000000,0,5,1200000,3,5,3,2.0,743000.0,8
423098422,4355,2,2,2,5,3000000,0,3,330000,4,2,2,2.0,300000.0,3
423099160,4495,4,1,1,3,2000000,0,4,50000,3,1,2,2.0,244000.0,3
423099160,4495,4,1,1,3,2000000,0,4,50000,3,1,2,2.0,244000.0,3
423099637,672,4,2,2,5,2000000,1000000,3,0,3,1,2,2.0,150000.0,4
423100917,4153,3,6,1,3,2000000,0,7,120000,1,4,3,2.0,0.0,3
423100920,4848,6,1,1,1,2000000,0,4,150000,3,3,3,2.0,120000.0,2
423102014,778,2,6,1,7,3900000,0,4,75000,3,3,3,2.0,200000.0,6
423103302,392,4,9,3,8,5300700,1000000,3,0,7,4,2,2.0,3034000.0,8
423103670,538,2,0,9,3,0,1311433,7,450000,6,4,3,1.0,1678750.0,6
423107330,866,3,0,9,5,0,3909700,5,35000,3,1,3,1.0,218662.0,4
423107651,359,4,9,9,8,4456300,3223500,7,150000,7,3,3,2.0,2800000.0,8
423107712,4070,4,1,1,1,1500000,0,3,0,3,1,2,2.0,0.0,2
423110943,352,8,9,1,6,3581700,0,7,550000,3,5,3,2.0,199000.0,7
423111411,600,2,1,1,1,350000,350000,2,0,3,1,2,1.0,0.0,1
423112559,219,5,1,6,8,0,2877238,1,275000,4,4,3,2.0,265000.0,6
423112578,4359,2,1,3,4,3000000,250000,3,100000,4,2,3,2.0,250000.0,3
423114461,35,10,2,1,8,2100000,0,2,0,3,3,3,2.0,120000.0,6
423114614,164,8,6,9,7,3000000,4000000,1,550000,3,5,2,2.0,206000.0,8
423114808,839,3,5,1,1,1500000,0,2,180000,1,3,3,2.0,915400.0,2
423116773,4077,2,6,1,5,3019869,0,1,0,3,4,1,2.0,250000.0,3
423118668,611,2,6,1,1,1500000,0,1,230000,3,4,2,2.0,240000.0,3
423118997,431,5,0,7,8,0,5000000,3,558000,3,5,2,1.0,120000.0,7
423119777,571,9,7,1,8,5000000,0,1,0,3,1,3,2.0,220000.0,7
423119793,327,8,1,1,5,3000000,1000000,4,65000,5,2,2,2.0,189700.0,6
423120325,388,5,8,6,8,3500000,8949000,6,1400000,6,5,3,2.0,1500000.0,8
423120384,509,8,6,1,8,15000000,0,6,1400000,6,5,4,2.0,2300000.0,8
423120443,346,8,8,1,8,7500000,0,4,1400000,6,5,3,2.0,2500000.0,8
423120539,50,10,9,5,8,6876400,10131609,8,1400000,8,5,5,2.0,7125000.0,8
423120770,4433,7,2,1,1,2000000,0,4,0,3,3,1,2.0,230000.0,2
423121054,471,2,6,5,6,1000000,2500000,1,350000,1,4,1,2.0,0.0,3
423121499,376,6,9,9,8,5031500,4449000,4,1400000,3,5,5,2.0,2850000.0,8
423121700,1125,3,5,1,8,40000000,0,8,1400000,7,5,4,2.0,2375000.0,8
423121993,612,2,9,5,7,5000000,500000,4,200000,4,3,3,2.0,173000.0,6
423122045,954,7,6,1,8,11000000,0,7,1400000,3,5,4,2.0,258000.0,8
423122772,4669,8,7,1,3,2000000,0,3,45000,1,1,2,2.0,0.0,2
423123409,4747,9,7,1,6,2500000,0,7,0,4,1,2,2.0,356500.0,5
423123409,4747,9,7,1,6,2500000,0,7,0,4,1,2,2.0,356500.0,5
423125299,60,10,9,9,8,4354000,5304800,8,150000,7,5,3,2.0,5350000.0,8
423126004,4519,4,2,1,2,1000000,0,2,0,3,3,2,2.0,80.0,2
423127687,981,7,3,1,2,2000000,0,4,180000,3,3,3,2.0,700000.0,4
423131058,78,10,0,3,2,0,1000000,8,0,3,4,3,1.0,250000.0,3
423131495,652,9,2,1,2,3000000,0,3,87000,3,2,2,2.0,348000.0,3
423131941,4431,5,2,1,8,5000000,0,3,0,3,4,2,2.0,280000.0,3
423134063,21,10,6,1,2,3000000,0,5,60000,3,2,2,2.0,165000.0,4
423134209,700,4,9,5,8,3559000,2860000,3,1000000,3,5,2,2.0,207500.0,8
423134477,1065,7,9,1,8,8062900,0,7,1500000,7,3,3,2.0,3703000.0,8
423135490,190,1,7,9,8,4500000,5000000,7,0,3,1,2,2.0,5000000.0,6
423137786,918,4,6,1,5,3200000,0,5,650000,3,5,1,2.0,250000.0,7
423140102,483,8,7,1,1,1500000,0,2,0,3,1,2,2.0,200000.0,3
423140635,673,4,2,1,7,4000000,0,4,300000,5,4,5,2.0,0.0,7
423143655,649,9,6,1,4,2500000,0,6,0,6,1,3,2.0,3065000.0,5
423144166,686,4,7,9,8,6500000,5000000,7,450000,6,4,3,2.0,4300000.0,8
423147023,944,4,6,9,8,2500000,4618900,5,0,4,1,2,2.0,2368000.0,7
423147991,626,9,6,5,5,4347568,0,3,0,3,2,2,2.0,140000.0,6
423149293,1118,3,9,6,4,4339000,2000000,3,65000,4,2,3,2.0,400000.0,4
423151725,916,4,0,9,5,0,3139400,4,0,4,1,2,1.0,269000.0,6
423152559,4472,2,2,2,1,1000000,600000,2,85,4,3,2,2.0,0.0,2
423154010,508,8,1,1,1,0,1500000,2,50,3,1,3,2.0,250.0,3
423156334,860,4,1,1,1,1200000,0,1,85000,1,2,2,2.0,0.0,2
423156493,695,4,2,2,1,500000,500000,2,85000,1,2,2,2.0,0.0,2
423156568,18,10,5,1,2,2500000,0,2,0,1,4,2,2.0,0.0,3
423156568,18,10,5,1,2,2500000,0,2,0,1,4,2,2.0,0.0,3
423157938,4437,4,2,1,1,800000,0,1,85000,3,3,1,2.0,225000.0,2
423158332,932,4,7,1,2,3700000,0,3,166000,3,3,3,2.0,250000.0,6
423159608,4772,9,1,1,3,2000000,0,3,75000,3,2,3,2.0,0.0,3
423159785,4404,7,2,1,1,1300000,0,4,85000,4,4,2,2.0,228625.0,2
423159785,4404,7,2,1,1,1300000,0,4,85000,4,4,2,2.0,228625.0,2
423160779,4074,2,1,1,2,2000000,0,3,0,4,3,3,2.0,215000.0,2
423170809,982,7,5,1,6,2500000,0,7,275000,4,4,3,2.0,300000.0,6
423173813,4364,5,6,1,2,2500000,0,4,330000,4,4,3,2.0,250000.0,3
423178302,489,8,2,5,8,2000000,500000,5,0,4,2,2,2.0,250000.0,6
423178662,4365,2,1,1,1,1000000,0,1,200000,3,3,3,2.0,250000.0,2
423179424,4463,2,2,1,1,1000000,0,3,85000,3,3,1,2.0,0.0,2
423180134,109,8,2,1,1,1000000,0,2,0,3,3,2,2.0,0.0,1
423180638,1116,3,2,1,1,800000,0,1,0,3,1,1,2.0,150000.0,2
423181059,4127,8,6,1,1,2300000,0,1,300000,3,4,3,2.0,200000.0,2
423181724,785,2,1,1,2,2000000,0,3,0,5,2,2,2.0,450000.0,3
423181724,785,2,1,1,2,2000000,0,3,0,5,2,2,2.0,450000.0,3
423183237,742,4,7,1,6,3432960,0,2,0,3,1,1,2.0,373000.0,6
423184180,4435,2,2,2,1,500000,0,2,0,1,1,2,2.0,0.0,1
423184760,6,10,9,9,8,4164000,5379000,8,100000,4,3,2,2.0,300000.0,8
423184969,4454,4,1,1,1,1500000,0,1,150000,3,3,3,2.0,150000.0,2
423185684,4824,6,2,1,1,1350000,0,2,0,1,3,2,2.0,0.0,1
423186348,1114,3,6,1,8,9671000,0,8,575000,6,4,4,2.0,2750000.0,8
423187501,88,5,2,1,1,1000000,0,2,0,1,2,1,2.0,0.0,2
423187964,47,10,6,1,3,3610000,0,3,0,3,1,2,2.0,100000.0,3
423188404,907,3,5,1,8,8000000,0,7,300000,6,4,2,2.0,3400000.0,8
423189087,4803,3,2,1,1,500000,0,2,0,1,2,1,2.0,0.0,1
423189091,876,3,3,1,8,3000000,0,7,900000,3,5,3,2.0,200000.0,7
423189638,607,2,7,9,3,500000,1000000,3,0,6,1,1,2.0,2000000.0,6
423189830,343,8,9,9,8,5553600,4294400,5,285000,3,4,2,2.0,250000.0,8
423190001,512,8,6,1,7,4000000,0,2,400000,3,5,2,2.0,500000.0,6
423192515,486,8,1,1,4,2500000,0,3,300000,4,4,2,2.0,350000.0,4
423193160,4445,4,2,1,2,2000000,0,2,100000,3,2,2,2.0,179000.0,2
423193289,631,9,1,1,2,1000000,0,1,0,3,1,1,2.0,0.0,2
423194213,4346,5,1,1,1,0,500000,4,250000,1,4,1,2.0,0.0,1
423194213,4346,5,1,1,1,0,500000,4,250000,1,4,1,2.0,0.0,1
423194369,4387,10,1,1,8,3000000,0,4,330000,3,4,3,2.0,220000.0,3
423194422,414,8,3,5,2,3000000,0,2,125000,3,4,1,2.0,300000.0,4
423195443,936,4,6,5,8,3481316,2160692,3,60000,3,2,3,2.0,1400000.0,7
423195443,936,4,6,5,8,3481316,2160692,3,60000,3,2,3,2.0,1400000.0,7
423195673,978,7,6,1,2,3000000,0,5,50000,4,1,2,2.0,600000.0,3
423196127,721,4,6,1,4,3800000,0,4,200000,3,3,3,2.0,130000.0,6
423198990,95,5,1,1,3,2000000,0,1,450000,3,4,3,2.0,243500.0,4
423200412,555,9,2,2,1,500,500,2,90000,3,2,2,2.0,200000.0,2
423200606,170,8,9,1,3,3434700,0,2,0,1,1,2,2.0,0.0,4
423202663,4457,4,2,1,1,1500000,0,2,0,3,2,2,2.0,0.0,2
423203768,4806,3,2,2,1,500000,500000,1,0,3,1,1,2.0,240000.0,1
423204360,520,9,3,5,1,500000,0,3,30000,3,1,1,2.0,0.0,3
423207401,221,5,7,7,6,4000000,1000000,7,125000,4,2,2,2.0,2560000.0,7
423208557,728,4,6,1,3,3545301,0,4,330000,3,4,2,2.0,1975500.0,6
423210332,716,4,1,1,4,2500000,0,3,0,3,2,2,2.0,177000.0,4
423210722,379,5,7,1,8,2000000,0,3,500000,3,4,1,2.0,1650000.0,7
423211931,4146,4,3,1,1,1500000,0,1,275000,3,4,3,2.0,200000.0,2
423211931,4146,4,3,1,1,1500000,0,1,275000,3,4,3,2.0,200000.0,2
423212711,677,4,9,1,6,6241500,0,4,166000,3,5,4,2.0,1980000.0,7
423214100,768,2,6,1,8,4438742,0,1,135000,3,3,2,2.0,280000.0,6
423216889,57,10,7,5,8,10000000,0,7,1125000,6,5,3,2.0,2315500.0,8
423219151,8,3,9,8,8,10996972,1500000,6,450000,6,4,3,2.0,2904000.0,4
423219151,8,3,9,8,8,10996972,1500000,6,450000,6,4,3,2.0,2904000.0,4
423220053,218,5,7,9,8,450000,10000000,5,0,7,1,3,2.0,1297000.0,8
423220469,870,3,9,1,8,19535905,0,7,100000,8,2,3,2.0,3583000.0,8
423221170,4462,2,2,2,1,500000,500000,2,0,1,2,1,2.0,0.0,1
423221207,410,8,8,5,8,3500000,3000000,7,450000,3,4,3,2.0,1946000.0,8
423221526,189,1,9,9,8,12961800,11940200,4,0,6,1,3,2.0,1725450.0,8
423222560,732,2,0,5,8,0,1500000,7,450000,1,4,3,1.0,0.0,6
423223005,378,5,2,2,3,2000000,1500000,3,0,4,1,2,2.0,250000.0,4
423223109,40,10,7,1,6,5000000,0,3,0,3,3,2,2.0,2850000.0,6
423223873,71,10,1,1,2,1500000,0,6,280000,4,4,3,2.0,200000.0,5
423223984,4361,2,1,1,3,3000000,0,3,330000,3,4,3,2.0,150000.0,3
423226039,583,9,7,1,3,4000000,0,1,100000,3,3,3,2.0,150000.0,3
423226305,4466,2,1,5,3,0,1500000,1,500000,3,4,3,2.0,250000.0,3
423227321,4071,8,2,1,1,1000000,0,4,300000,4,4,1,2.0,125000.0,3
423233941,4523,4,2,2,1,800000,500000,3,0,3,3,2,2.0,0.0,2
423234447,541,2,6,1,6,3500000,0,1,700000,3,5,3,2.0,250000.0,6
423234647,724,4,1,1,2,2000000,0,1,100000,3,3,2,2.0,373000.0,3
423235456,477,8,5,1,8,30000000,0,8,1650000,8,5,1,2.0,4263000.0,8
423237927,837,3,9,9,8,4800000,3600000,1,110000,3,3,2,2.0,170000.0,6
423238273,315,8,3,1,1,1000000,0,2,0,3,1,1,2.0,0.0,1
423240290,302,5,6,1,8,10000000,0,5,200000,5,3,2,2.0,1000000.0,8
423241086,4829,6,3,1,1,800000,0,3,75000,3,2,3,2.0,75000.0,2
423242549,102,5,7,9,8,4500000,4144600,7,450000,4,5,4,2.0,600000.0,8
423244811,725,4,8,5,6,2000000,2692598,6,150000,3,3,2,2.0,200000.0,7
423245352,701,4,2,1,1,500000,0,2,0,4,4,3,2.0,0.0,3
423247487,644,9,1,1,1,1000000,0,1,250000,3,4,2,2.0,156000.0,3
423247850,4418,4,2,1,1,1000000,0,3,125000,3,4,2,2.0,145000.0,2
423248095,176,8,3,1,1,2500000,0,2,0,4,1,1,2.0,300000.0,2
423257635,206,8,6,1,8,15000000,0,1,577500,6,5,4,2.0,1950000.0,8
423260014,723,4,6,5,2,2400000,0,3,100000,4,2,1,2.0,213000.0,3
423261247,838,3,1,1,2,2500000,0,3,150000,3,3,3,2.0,100000.0,3
423262136,212,8,9,1,7,6358400,0,5,1125000,3,5,3,2.0,2200000.0,8
423262322,291,2,1,2,3,1200000,1700000,3,60000,3,2,2,2.0,0.0,3
423262464,522,4,2,1,1,2000000,0,4,60000,4,2,1,2.0,281200.0,4
423264181,4647,8,7,1,2,2000000,0,4,0,3,4,2,2.0,100000.0,3
423264347,310,5,7,1,8,5000000,0,7,50000,4,1,3,2.0,2250000.0,8
423265049,890,3,6,1,8,23805224,0,7,560000,4,5,3,2.0,3030000.0,8
423270046,69,10,7,5,7,4000000,0,5,87000,4,3,3,2.0,300.0,6
423270237,4825,6,7,1,1,900000,0,1,125000,3,3,2,2.0,0.0,2
423270237,4825,6,7,1,1,900000,0,1,125000,3,3,2,2.0,0.0,2
423270237,4825,6,7,1,1,900000,0,1,125000,3,3,2,2.0,0.0,2
423270237,4825,6,7,1,1,900000,0,1,125000,3,3,2,2.0,0.0,2
423273267,697,4,2,2,1,750000,500,2,0,3,2,3,2.0,0.0,2
423276891,1129,7,6,1,6,6000000,0,5,0,4,5,2,2.0,400000.0,5
423278181,800,2,2,1,2,1000000,0,4,600,3,2,2,2.0,250.0,3
423278305,965,7,9,1,3,5300000,0,3,300000,4,4,4,2.0,1600000.0,5
423280295,894,3,8,1,8,8000000,0,7,1200000,6,5,4,2.0,900000.0,8
423280967,325,8,7,1,6,8000000,0,5,450000,6,4,4,2.0,1950000.0,8
423283916,795,2,2,1,2,2500000,0,1,150000,3,3,1,2.0,250000.0,3
423284727,1089,7,6,9,6,1500000,4700000,5,275000,3,4,2,2.0,160000.0,5
423285174,38,10,6,5,8,2000000,300000,1,0,1,4,1,2.0,0.0,4
423285177,1131,7,6,1,8,10939501,0,8,500000,8,4,4,2.0,3000000.0,8
423285735,660,9,1,1,1,1500000,0,1,50000,3,1,2,2.0,167000.0,2
423286532,878,7,3,1,8,5000000,0,7,285000,5,4,3,2.0,1340000.0,8
423287748,4065,9,5,1,2,2590000,0,1,255,4,2,2,2.0,372.0,2
423289805,11,10,6,9,6,0,4955900,5,135000,6,3,3,2.0,1110000.0,7
423291340,4124,2,1,1,2,0,1500000,1,200000,3,4,1,2.0,0.0,2
423298003,105,5,7,1,8,10000000,0,7,995000,6,5,5,2.0,1600000.0,8
423298114,666,9,5,1,8,8700000,0,7,700000,4,5,4,2.0,379000.0,8
423300563,9,10,8,1,8,28000000,0,5,2000000,3,5,4,2.0,3400000.0,8
423300831,708,4,7,9,8,2500000,4741891,1,600000,3,4,3,2.0,25000.0,8
423301336,678,4,6,6,8,2500000,2500000,3,322500,4,4,3,2.0,168000.0,7
423302696,467,2,2,1,1,1000000,0,2,80000,3,2,2,2.0,0.0,2
423303014,4736,9,7,1,1,2000000,0,3,0,4,1,2,2.0,0.0,2
423304434,775,4,6,5,8,4500000,3000000,7,450000,4,4,3,2.0,2150000.0,8
423304873,801,2,5,1,1,1000000,0,4,0,3,1,2,2.0,149000.0,2
423306276,97,5,2,1,8,3000000,0,2,450000,4,4,3,2.0,200000.0,7
423307375,56,10,7,1,8,8000000,0,7,1200000,6,5,5,2.0,3000000.0,8
423308561,4340,2,2,1,2,1500000,0,2,75000,3,3,1,2.0,200000.0,2
423309099,750,4,2,1,4,2500000,0,2,80000,4,2,3,2.0,130000.0,4
423311701,575,9,8,1,8,3000000,0,3,120000,3,3,1,2.0,200000.0,6
423312031,4821,6,2,2,3,1500000,500000,2,50000,3,3,2,2.0,2011.0,2
423312311,545,9,6,1,8,12000000,0,2,30000,6,1,5,2.0,2580000.0,8
423312942,969,7,1,1,3,2000000,0,2,50000,3,1,2,2.0,180000.0,2
423313247,1099,3,7,9,8,4000000,9813680,7,1375000,6,5,4,2.0,3904750.0,8
423313772,387,8,2,0,8,4500000,0,7,200000,3,3,3,1.0,150000.0,7
423313940,336,4,6,9,8,4487690,4610900,4,450000,3,4,2,2.0,2657500.0,8
423314717,782,2,9,1,4,4099200,0,4,0,3,4,1,2.0,1200000.0,6
423315346,608,2,6,1,6,5700000,0,1,100000,3,2,2,2.0,200000.0,6
423315446,115,8,6,6,8,3800000,2500000,1,950000,6,5,2,2.0,2900000.0,8
423315678,868,3,2,1,1,1500000,0,1,150000,3,3,1,2.0,0.0,2
423315894,321,8,9,1,8,4368560,0,4,0,4,1,2,2.0,600000.0,6
423316690,4465,2,1,1,1,1500000,0,1,0,3,1,2,2.0,180000.0,1
423316990,826,4,6,1,8,10000000,0,7,450000,4,4,4,2.0,250000.0,8
423318106,4473,4,5,1,2,1900000,0,1,200000,4,3,2,2.0,206000.0,2
423320875,220,5,9,9,8,5720000,4542000,4,250000,6,3,3,2.0,2507675.0,8
423323539,453,2,6,1,4,4430384,0,7,275000,3,3,3,2.0,180000.0,6
423325802,127,8,6,1,8,3020000,0,3,100000,4,2,3,2.0,150000.0,6
423331830,74,10,7,1,7,4000000,0,7,0,3,1,2,2.0,1650000.0,6
423333197,4807,3,1,1,2,2500000,0,5,150000,3,3,2,2.0,1700000.0,2
423333197,4807,3,1,1,2,2500000,0,5,150000,3,3,2,2.0,1700000.0,2
423333197,4807,3,1,1,2,2500000,0,5,150000,3,3,2,2.0,1700000.0,2
423333197,4807,3,1,1,2,2500000,0,5,150000,3,3,2,2.0,1700000.0,2
423333197,4807,3,1,1,2,2500000,0,5,150000,3,3,2,2.0,1700000.0,2
423333197,4807,3,1,1,2,2500000,0,5,150000,3,3,2,2.0,1700000.0,2
423333578,1141,7,5,9,8,3096000,5150000,5,1650000,4,5,2,2.0,2200000.0,7
423333578,1141,7,5,9,8,3096000,5150000,5,1650000,4,5,2,2.0,2200000.0,7
423333606,4337,2,1,1,2,1500000,0,1,0,4,3,2,2.0,180000.0,2
423335750,4084,7,7,1,3,3000000,0,5,200000,4,3,2,2.0,160000.0,3
423337743,515,9,2,1,1,1000000,0,4,200,4,3,2,2.0,250.0,3
423338487,390,8,1,9,8,2000000,4000000,3,0,3,1,2,2.0,2135000.0,7
423339944,1039,7,3,6,8,5000000,4500000,5,240000,3,4,1,2.0,260000.0,6
423340257,492,8,6,1,5,4000000,0,1,200000,3,4,1,2.0,120000.0,6
423344515,4368,2,1,1,1,1000000,0,2,50000,3,1,3,2.0,200000.0,2
423349487,4411,7,1,1,2,1500000,0,2,300000,3,3,2,2.0,150000.0,2
423350330,349,8,1,9,8,0,4799500,4,125000,3,3,2,2.0,400000.0,7
423351185,4377,5,2,2,1,0,500000,1,0,3,3,1,2.0,250000.0,2
423351909,744,4,2,2,1,1000000,1000000,2,86,3,2,2,2.0,0.0,2
423352518,284,8,2,1,1,1000000,0,2,0,1,3,2,2.0,0.0,1
423353999,926,4,2,1,3,1500000,0,3,0,3,2,1,2.0,250000.0,3
423356477,604,2,9,5,8,5037000,2000000,3,200000,3,3,1,2.0,228500.0,6
423356949,664,9,6,1,5,5367655,0,7,1375000,3,5,3,2.0,2200000.0,7
423356949,664,9,6,1,5,5367655,0,7,1375000,3,5,3,2.0,2200000.0,7
423359820,1091,7,7,1,1,1500000,0,1,150000,3,3,3,2.0,1298350.0,2
423360110,564,2,1,1,2,2500000,0,5,100000,1,3,2,2.0,0.0,3
423360873,776,4,6,1,2,1845000,0,7,600000,6,5,3,2.0,1694000.0,7
423365667,34,10,2,1,1,650000,0,1,0,1,1,2,2.0,0.0,1
423367514,615,2,6,0,8,8000000,0,1,0,3,1,2,1.0,2773000.0,6
423368349,756,2,9,1,8,5251400,0,5,60000,4,2,3,2.0,400000.0,6
423368882,614,2,6,6,8,4200000,1200000,6,0,4,1,2,2.0,355000.0,6
423372784,208,5,9,9,8,4618900,3532600,7,125000,6,3,3,2.0,2422000.0,8
423373641,151,8,6,9,7,6000000,3500000,1,2050000,5,5,2,2.0,600000.0,8
423374509,857,4,2,1,1,500000,0,3,0,3,1,2,2.0,0.0,2
423376819,4426,9,2,1,1,1500000,0,2,65000,3,2,2,2.0,182000.0,2
