no_test,fakultas,pekerjaan_ayah,pekerjaan_ibu,penghasilan_ayah,penghasilan_ibu,total_pendapatan,pendapatan_class,jumlah_tanggungan,kepemilikan_rumah,kendaraan,sekolah,listrik,Penghasilan perkapita,ukt
423051372,7,5.0,5.0,7600000.0,7400000.0,8,8,7.0,4,7,3.0,2,8,8.0
423050548,2,3.0,3.0,700000.0,700000.0,7,1,3.0,5,3,3.0,3,1,6.0
423050347,1,3.0,1.0,2000000.0,0.0,8,2,4.0,3,4,1.0,2,2,2.0
423050186,3,10.0,1.0,5000000.0,0.0,8,6,4.0,1,3,1.0,2,6,4.0
423050041,10,9.0,1.0,1200000.0,0.0,6,2,2.0,4,3,3.0,2,2,5.0
423049953,5,13.0,5.0,0.0,4442500.0,8,8,3.0,5,4,5.0,1,8,7.0
423048350,8,12.0,12.0,1162000.0,2310000.0,8,6,3.0,3,6,2.0,2,6,6.0
423046565,8,11.0,1.0,2500000.0,0.0,8,1,7.0,1,3,2.0,1,1,2.0
423046561,2,3.0,1.0,1200000.0,0.0,6,1,3.0,4,4,2.0,2,1,2.0
423045011,7,5.0,1.0,3956200.0,0.0,8,3,5.0,7,3,3.0,3,3,6.0
423044891,2,12.0,1.0,3635475.0,0.0,8,8,2.0,5,6,3.0,3,8,6.0
423044654,9,11.0,1.0,3000000.0,0.0,8,2,6.0,3,3,2.0,1,2,2.0
423043084,2,6.0,1.0,3950000.0,0.0,8,5,4.0,2,4,3.0,2,5,5.0
423042532,2,9.0,6.0,1300000.0,500000.0,8,2,3.0,4,3,4.0,2,2,3.0
423041212,10,1.0,7.0,500000.0,300000.0,3,1,4.0,1,3,2.0,2,1,3.0
423040124,4,14.0,5.0,7000000.0,4000000.0,8,8,3.0,6,6,1.0,3,8,8.0
423040074,2,3.0,3.0,750000.0,150000.0,4,1,4.0,3,4,4.0,2,1,3.0
423039449,2,9.0,1.0,3000000.0,0.0,8,2,5.0,4,3,3.0,2,2,6.0
423039088,6,11.0,13.0,900000.0,0.0,4,4,1.0,1,3,5.0,3,4,3.0
423038740,8,9.0,5.0,2500000.0,4591400.0,8,8,3.0,1,4,3.0,3,8,7.0
423038199,6,11.0,1.0,2000000.0,0.0,8,2,4.0,3,3,1.0,1,2,2.0
423037914,4,9.0,1.0,4000000.0,0.0,8,7,3.0,6,4,5.0,3,7,7.0
423037842,8,6.0,6.0,20000000.0,25000000.0,8,8,4.0,8,8,3.0,5,8,8.0
423036290,4,11.0,1.0,2250000.0,0.0,8,2,4.0,1,4,3.0,2,2,2.0
423034288,10,9.0,1.0,2000000.0,0.0,8,3,3.0,7,4,2.0,2,3,6.0
423033250,6,5.0,1.0,7769800.0,0.0,8,8,2.0,5,6,3.0,3,8,6.0
423033142,1,9.0,1.0,3000000.0,0.0,8,3,4.0,8,4,5.0,2,3,3.0
423032559,7,9.0,5.0,2500000.0,4853800.0,8,8,5.0,4,3,3.0,2,8,5.0
423031183,8,5.0,1.0,8000000.0,0.0,8,8,3.0,7,4,4.0,4,8,8.0
423030682,4,3.0,14.0,1500000.0,0.0,8,2,3.0,3,3,3.0,1,2,3.0
423030613,8,5.0,5.0,4583100.0,3909700.0,8,8,2.0,5,4,5.0,2,8,8.0
423030596,4,5.0,1.0,4000000.0,0.0,8,5,4.0,4,3,3.0,3,5,7.0
423029204,4,9.0,1.0,5000000.0,0.0,8,5,5.0,4,6,5.0,1,5,6.0
423029047,6,1.0,1.0,0.0,0.0,1,1,5.0,5,4,3.0,3,1,4.0
423027906,9,6.0,1.0,4050000.0,0.0,8,4,5.0,2,3,2.0,2,4,6.0
423027689,9,5.0,7.0,0.0,1500000.0,8,3,2.0,1,3,4.0,3,3,3.0
423027607,8,14.0,14.0,2500000.0,0.0,8,6,2.0,1,3,1.0,3,6,5.0
423027243,4,7.0,1.0,500000.0,0.0,2,1,3.0,2,3,3.0,2,1,1.0
423027208,5,3.0,3.0,1500000.0,1750000.0,8,8,2.0,2,3,2.0,1,8,4.0
423026735,7,5.0,14.0,4875000.0,1000000.0,8,8,2.0,5,4,3.0,2,8,5.0
423026372,4,5.0,1.0,5866000.0,0.0,8,6,5.0,4,4,3.0,3,6,7.0
423026070,8,6.0,1.0,3000000.0,0.0,8,2,5.0,7,5,3.0,3,2,5.0
423024634,1,6.0,1.0,3212800.0,0.0,8,4,4.0,5,3,3.0,3,4,2.0
423023935,10,10.0,10.0,2000000.0,2000000.0,8,7,3.0,2,3,5.0,3,7,6.0
423022833,7,11.0,11.0,1000000.0,750000.0,8,1,7.0,3,3,4.0,2,1,2.0
423022730,8,14.0,14.0,2000000.0,3500000.0,8,3,7.0,1,3,4.0,3,3,6.0
423022189,9,6.0,5.0,9176182.0,4591504.0,8,8,6.0,1,6,2.0,2,8,8.0
423021643,7,9.0,5.0,1500000.0,4000000.0,8,8,3.0,5,4,3.0,3,8,6.0
423021632,3,1.0,12.0,0.0,4688900.0,8,8,2.0,1,3,3.0,2,8,4.0
423020690,9,11.0,1.0,1500000.0,0.0,8,2,3.0,4,4,2.0,3,2,4.0
423020446,3,5.0,14.0,2949900.0,2966500.0,8,8,2.0,3,3,2.0,2,8,6.0
423020320,5,9.0,1.0,3500000.0,0.0,8,8,1.0,6,3,1.0,3,8,7.0
423020207,2,11.0,7.0,1000000.0,500000.0,8,1,5.0,3,3,3.0,2,1,3.0
423020176,4,6.0,1.0,7144642.0,0.0,8,8,2.0,5,5,2.0,4,8,8.0
423019183,2,11.0,13.0,1500000.0,0.0,8,2,3.0,1,3,4.0,1,2,4.0
423018323,7,6.0,1.0,4086609.0,0.0,8,8,2.0,5,3,2.0,3,8,5.0
423018063,7,6.0,14.0,8150000.0,0.0,8,8,3.0,5,3,4.0,3,8,5.0
423017833,10,13.0,13.0,0.0,0.0,1,1,5.0,3,3,4.0,2,1,1.0
423017821,4,3.0,1.0,4000000.0,0.0,8,7,3.0,3,3,2.0,2,7,5.0
423017194,8,10.0,1.0,5000000.0,0.0,8,8,3.0,5,6,3.0,3,8,8.0
423406677,8,10.0,1.0,5000000.0,0.0,8,8,3.0,5,6,3.0,3,8,8.0
423016933,4,3.0,1.0,1000000.0,0.0,5,1,4.0,3,3,2.0,1,1,2.0
423016913,7,12.0,5.0,2000000.0,3581700.0,8,8,2.0,1,3,5.0,3,8,5.0
423016788,6,9.0,1.0,3000000.0,0.0,8,2,6.0,1,1,3.0,1,2,1.0
423016611,10,6.0,1.0,3000000.0,0.0,8,3,4.0,5,3,3.0,3,3,7.0
423016001,2,11.0,1.0,2000000.0,0.0,8,2,4.0,1,3,4.0,1,2,2.0
423015613,4,13.0,7.0,0.0,750.0,1,1,4.0,1,5,4.0,2,1,1.0
423015452,3,6.0,1.0,3000000.0,0.0,8,5,3.0,2,3,5.0,2,5,3.0
423015375,2,13.0,13.0,0.0,0.0,1,1,4.0,1,3,2.0,2,1,1.0
423015349,5,9.0,1.0,1500000.0,0.0,8,1,4.0,3,3,1.0,2,1,5.0
423014905,4,3.0,5.0,3000000.0,4745000.0,8,8,4.0,4,3,3.0,2,8,8.0
423014605,5,1.0,7.0,0.0,500000.0,2,1,3.0,2,1,3.0,1,1,2.0
423014176,10,5.0,5.0,17000000.0,10000000.0,8,8,5.0,7,6,4.0,3,8,8.0
423013894,4,1.0,7.0,0.0,1500000.0,8,2,3.0,3,3,4.0,2,2,3.0
423013610,4,9.0,1.0,1800000.0,0.0,8,1,6.0,1,3,4.0,1,1,2.0
423013457,7,6.0,5.0,3056915.0,4618900.0,8,8,5.0,5,3,2.0,3,8,5.0
423013238,3,14.0,12.0,4300000.0,0.0,8,4,5.0,1,6,2.0,1,4,7.0
423013179,4,1.0,1.0,0.0,0.0,1,1,1.0,4,3,2.0,2,1,1.0
423011913,4,11.0,1.0,2500000.0,0.0,8,8,1.0,3,3,3.0,3,8,5.0
423011911,1,6.0,1.0,16391284.0,0.0,8,8,7.0,7,6,4.0,4,8,7.0
423011557,8,11.0,6.0,1200000.0,1500000.0,8,3,4.0,3,3,2.0,2,3,6.0
423011222,4,3.0,3.0,500000.0,250000.0,3,1,5.0,3,3,2.0,1,1,2.0
423010893,7,11.0,1.0,1500000.0,0.0,8,1,4.0,2,3,4.0,2,1,2.0
423010842,8,3.0,1.0,1500000.0,0.0,8,1,6.0,1,3,5.0,2,1,2.0
423010380,2,5.0,1.0,3227400.0,0.0,8,5,3.0,5,3,5.0,2,5,6.0
423010300,4,5.0,5.0,5293600.0,4638700.0,8,8,3.0,7,3,4.0,3,8,8.0
423010139,3,7.0,5.0,500000.0,4875200.0,8,8,3.0,3,3,2.0,1,8,4.0
423009741,1,6.0,5.0,9600000.0,4000000.0,8,8,7.0,4,3,2.0,2,8,4.0
423009113,4,9.0,6.0,2000000.0,4000000.0,8,8,3.0,4,4,3.0,3,8,7.0
423008971,7,14.0,1.0,2400000.0,0.0,8,3,3.0,4,4,4.0,3,3,4.0
423008725,2,1.0,14.0,0.0,0.0,1,1,3.0,5,4,3.0,4,1,4.0
423008098,9,5.0,1.0,5748400.0,0.0,8,8,4.0,4,5,4.0,2,8,7.0
423007393,8,5.0,1.0,4676800.0,0.0,8,4,5.0,4,5,4.0,3,4,6.0
423006600,8,9.0,5.0,2000000.0,4883900.0,8,7,5.0,3,4,2.0,3,7,7.0
423005980,2,5.0,6.0,3585100.0,3133384.0,8,8,3.0,1,3,2.0,1,8,6.0
423005907,2,11.0,7.0,1500000.0,500000.0,8,5,2.0,4,3,3.0,1,5,3.0
423005646,3,5.0,5.0,5549100.0,3590600.0,8,8,4.0,8,7,3.0,4,8,8.0
423004559,9,6.0,1.0,8000000.0,0.0,8,8,5.0,6,6,4.0,2,8,8.0
423004426,4,11.0,1.0,2500000.0,0.0,8,6,2.0,2,3,2.0,2,6,3.0
423004079,9,11.0,1.0,2000000.0,0.0,8,5,2.0,5,3,4.0,1,5,5.0
423003977,9,13.0,5.0,0.0,3982600.0,8,3,5.0,2,1,3.0,1,3,3.0
423003412,9,6.0,1.0,3776442.0,0.0,8,7,3.0,5,3,2.0,4,7,7.0
423003289,3,3.0,1.0,2000000.0,0.0,8,2,4.0,2,3,2.0,2,2,1.0
423002904,8,3.0,1.0,2400000.0,0.0,8,3,3.0,3,4,2.0,1,3,6.0
423002309,10,11.0,1.0,2500000.0,0.0,8,4,3.0,3,3,4.0,2,4,3.0
423001981,9,6.0,1.0,19560000.0,0.0,8,8,5.0,3,3,1.0,3,8,8.0
423001569,9,6.0,1.0,3000000.0,0.0,8,3,4.0,4,3,2.0,3,3,4.0
423001556,7,6.0,1.0,4315000.0,0.0,8,8,1.0,3,3,3.0,3,8,5.0
423001477,4,11.0,13.0,2750000.0,0.0,8,3,4.0,3,4,2.0,2,3,3.0
423001100,5,11.0,13.0,1000000.0,0.0,5,2,2.0,4,3,1.0,2,2,5.0
423000692,4,12.0,1.0,1379400.0,0.0,7,3,2.0,3,3,4.0,2,3,3.0
423000633,7,6.0,1.0,5000000.0,0.0,8,5,5.0,1,4,4.0,1,5,3.0
423000114,1,5.0,5.0,9148195.0,3767100.0,8,8,4.0,7,6,3.0,3,8,5.0
238110080090,5,5.0,5.0,7500000.0,5000000.0,8,8,3.0,8,6,1.0,5,8,8.0
237110180084,8,3.0,14.0,0.0,2000000.0,8,1,7.0,3,3,4.0,2,1,3.0
235310010154,8,10.0,10.0,2500000.0,1500000.0,8,8,1.0,5,3,3.0,2,8,6.0
235112050034,1,6.0,1.0,4600000.0,0.0,8,6,4.0,1,4,5.0,3,6,3.0
235110090222,10,5.0,5.0,30377040.0,21778100.0,8,8,5.0,7,7,1.0,4,8,8.0
233830240220,6,9.0,1.0,2000000.0,0.0,8,1,7.0,5,4,1.0,2,1,3.0
233810040475,1,5.0,5.0,4443000.0,3046000.0,8,8,5.0,6,6,2.0,2,8,6.0
233720141065,1,1.0,5.0,0.0,8110000.0,8,8,2.0,7,6,4.0,3,8,6.0
231710030954,1,5.0,5.0,5474000.0,4119800.0,8,8,5.0,7,6,2.0,3,8,8.0
233720111389,1,5.0,5.0,5474000.0,4119800.0,8,8,5.0,7,6,2.0,3,8,8.0
233710110583,2,14.0,1.0,16000000.0,0.0,8,8,5.0,6,6,1.0,3,8,8.0
233640030299,8,13.0,14.0,0.0,1690000.0,8,2,3.0,1,1,1.0,5,2,4.0
233630120036,4,3.0,1.0,2000000.0,0.0,8,5,2.0,3,3,1.0,2,5,5.0
233630030044,8,1.0,1.0,0.0,0.0,1,1,3.0,3,3,3.0,2,1,5.0
233630020238,5,6.0,1.0,10000000.0,0.0,8,8,4.0,3,3,2.0,3,8,8.0
233620130659,8,3.0,3.0,2500000.0,2000000.0,8,4,5.0,3,3,1.0,1,4,6.0
233620090763,2,3.0,1.0,3000000.0,0.0,8,5,3.0,3,3,1.0,3,5,4.0
233620080339,1,14.0,6.0,8500000.0,3000000.0,8,8,5.0,7,3,5.0,4,8,7.0
233620060118,10,9.0,1.0,5000000.0,0.0,8,5,5.0,7,3,5.0,4,5,8.0
233610090688,10,3.0,1.0,0.0,0.0,1,1,1.0,2,1,3.0,2,1,2.0
233610080743,2,1.0,5.0,0.0,4267200.0,8,8,2.0,1,3,5.0,2,8,6.0
233610070834,6,9.0,1.0,3000000.0,0.0,8,2,5.0,4,3,5.0,2,2,3.0
233610030499,1,5.0,1.0,6744800.0,0.0,8,8,2.0,7,4,4.0,2,8,5.0
233610010425,8,14.0,14.0,0.0,1000000.0,5,2,2.0,7,1,3.0,2,2,4.0
233610010167,7,10.0,6.0,3500000.0,4074939.0,8,8,4.0,7,5,5.0,3,8,8.0
233550200870,1,14.0,5.0,10000000.0,7000000.0,8,8,4.0,5,6,5.0,2,8,6.0
233550180342,1,9.0,1.0,10000000.0,0.0,8,8,2.0,7,6,4.0,4,8,7.0
233550110891,1,9.0,5.0,1500000.0,5145500.0,8,8,4.0,7,3,2.0,2,8,6.0
233550090937,8,5.0,1.0,29000000.0,0.0,8,8,9.0,7,6,4.0,3,8,8.0
233550020188,2,5.0,12.0,10000000.0,0.0,8,8,7.0,5,6,5.0,4,8,8.0
233530220826,5,6.0,1.0,14805000.0,0.0,8,8,5.0,7,6,3.0,3,8,8.0
233530220384,2,7.0,1.0,2000000.0,0.0,8,2,4.0,1,3,4.0,2,2,2.0
233530050812,2,7.0,1.0,2500000.0,0.0,8,4,3.0,2,3,1.0,2,4,2.0
233520120071,10,9.0,1.0,3000000.0,0.0,8,3,4.0,4,4,4.0,2,3,6.0
233510240478,8,6.0,1.0,7000000.0,0.0,8,8,4.0,4,3,1.0,3,8,8.0
233420180373,1,5.0,5.0,10000000.0,9000000.0,8,8,5.0,7,6,3.0,2,8,6.0
233410210381,7,11.0,6.0,3000000.0,3000000.0,8,6,5.0,4,3,5.0,3,6,4.0
233410200190,6,6.0,6.0,4000000.0,7926804.0,8,8,5.0,6,3,5.0,3,8,6.0
233410180745,4,1.0,14.0,0.0,4934323.0,8,5,5.0,1,1,5.0,2,5,2.0
233410180638,3,13.0,7.0,0.0,500000.0,2,1,3.0,8,3,5.0,4,1,3.0
233410180536,7,5.0,1.0,15700000.0,0.0,8,8,4.0,7,3,5.0,3,8,8.0
233410170507,2,5.0,1.0,5000000.0,0.0,8,8,3.0,4,4,1.0,3,8,7.0
233410140044,2,12.0,7.0,0.0,3000000.0,8,5,3.0,1,4,1.0,2,5,6.0
233410100268,4,1.0,1.0,0.0,0.0,1,1,3.0,6,3,4.0,3,1,7.0
233410080719,6,1.0,1.0,0.0,0.0,1,1,2.0,7,3,1.0,3,1,3.0
233410060555,8,11.0,1.0,2000000.0,0.0,8,1,6.0,1,3,5.0,2,1,2.0
233410060123,8,11.0,1.0,0.0,0.0,1,1,3.0,7,4,3.0,3,1,6.0
233410030404,9,9.0,1.0,3500000.0,0.0,8,6,3.0,1,1,4.0,3,6,4.0
233350270058,7,9.0,1.0,5000000.0,0.0,8,8,3.0,8,3,2.0,3,8,6.0
233350220070,9,6.0,7.0,4000000.0,1000000.0,8,6,4.0,6,4,1.0,2,6,8.0
233342210050,2,9.0,1.0,20828682.0,0.0,8,8,7.0,7,3,5.0,3,8,6.0
233340180371,4,3.0,3.0,2500000.0,500000.0,8,5,3.0,2,3,5.0,2,5,7.0
233340040521,2,6.0,1.0,9000000.0,0.0,8,8,3.0,3,3,4.0,2,8,5.0
233320281432,7,5.0,1.0,4066300.0,0.0,8,4,5.0,5,3,4.0,1,4,4.0
233320280362,3,5.0,6.0,43955159.0,10500000.0,8,8,4.0,8,7,1.0,5,8,8.0
233320230609,9,10.0,13.0,12000000.0,0.0,8,8,7.0,7,6,1.0,3,8,8.0
233320211582,1,9.0,1.0,4500000.0,0.0,8,2,7.0,5,3,1.0,3,2,3.0
233320181563,10,6.0,1.0,8000000.0,0.0,8,8,4.0,7,3,4.0,2,8,8.0
233320170198,8,6.0,10.0,70000000.0,10000000.0,8,8,7.0,8,8,5.0,5,8,8.0
233320160238,9,6.0,1.0,4000000.0,0.0,8,7,3.0,1,1,5.0,2,7,5.0
233320150375,1,1.0,5.0,0.0,19000000.0,8,8,4.0,8,6,5.0,4,8,7.0
233320030928,7,1.0,1.0,0.0,0.0,1,1,63.0,1,1,1.0,1,1,1.0
233311070107,6,13.0,6.0,0.0,6290439.0,8,8,2.0,4,5,4.0,2,8,4.0
233310260008,9,6.0,1.0,5580000.0,0.0,8,7,4.0,8,6,2.0,4,7,8.0
233310240179,8,6.0,1.0,6000000.0,0.0,8,5,6.0,4,3,4.0,2,5,7.0
233310150249,3,13.0,1.0,0.0,2000000.0,8,3,3.0,7,3,5.0,3,3,2.0
233310150244,1,6.0,1.0,28250000.0,0.0,8,8,5.0,7,6,5.0,3,8,7.0
233310130090,10,7.0,1.0,1500000.0,0.0,8,2,3.0,2,2,4.0,2,2,2.0
233310090035,8,1.0,6.0,0.0,7100000.0,8,8,3.0,5,6,5.0,3,8,7.0
233310040215,2,6.0,1.0,6713000.0,0.0,8,7,5.0,4,4,5.0,3,7,6.0
233240270271,1,6.0,5.0,3112137.0,3521851.0,8,8,4.0,3,4,5.0,2,8,4.0
233240250412,5,12.0,1.0,6500000.0,0.0,8,8,4.0,1,4,2.0,3,8,8.0
231710070210,7,10.0,1.0,8000000.0,0.0,8,8,2.0,8,6,5.0,4,8,8.0
233240250029,7,10.0,1.0,8000000.0,0.0,8,8,2.0,8,6,5.0,4,8,8.0
233240240604,2,7.0,1.0,7000000.0,0.0,8,7,5.0,1,4,1.0,4,7,5.0
231710090261,5,12.0,1.0,0.0,0.0,1,1,3.0,8,6,1.0,4,1,8.0
233240240135,5,12.0,1.0,0.0,0.0,1,1,3.0,8,6,1.0,4,1,8.0
233240220371,8,6.0,6.0,5169000.0,9200000.0,8,8,4.0,1,6,4.0,4,8,8.0
233240210003,5,6.0,12.0,12812500.0,0.0,8,8,2.0,8,3,3.0,3,8,8.0
233240200671,6,7.0,1.0,4000000.0,0.0,8,5,4.0,7,3,5.0,3,5,5.0
233240200513,8,7.0,1.0,3000000.0,0.0,8,3,4.0,5,3,2.0,2,3,5.0
233240170696,9,5.0,1.0,6639700.0,0.0,8,7,5.0,5,3,1.0,3,7,6.0
233240170458,9,1.0,5.0,0.0,9112900.0,8,8,4.0,7,4,1.0,3,8,7.0
233240170347,7,5.0,6.0,7517100.0,1050000.0,8,8,3.0,1,8,4.0,5,8,6.0
233240150135,9,9.0,1.0,3500000.0,0.0,8,6,3.0,3,3,3.0,3,6,5.0
233240130147,9,14.0,5.0,7850000.0,8774900.0,8,8,5.0,7,6,1.0,3,8,8.0
233240110672,5,11.0,14.0,1000000.0,3851500.0,8,6,4.0,1,3,2.0,1,6,6.0
233240090005,7,9.0,1.0,15000000.0,0.0,8,8,5.0,8,2,5.0,4,8,8.0
233240080643,7,5.0,1.0,34400000.0,0.0,8,8,5.0,7,6,5.0,4,8,8.0
233240080325,9,14.0,1.0,1500000.0,0.0,8,2,3.0,1,4,1.0,3,2,2.0
233240060657,8,13.0,7.0,0.0,1500000.0,8,8,1.0,2,3,5.0,3,8,4.0
233230250613,6,6.0,1.0,5000000.0,0.0,8,5,5.0,5,6,4.0,4,5,5.0
233230250233,9,1.0,7.0,0.0,3000000.0,8,3,4.0,3,4,5.0,3,3,4.0
233230240302,5,6.0,1.0,3007000.0,0.0,8,3,4.0,1,4,3.0,3,3,6.0
233230230347,8,1.0,14.0,0.0,800000.0,3,1,3.0,2,3,1.0,2,1,2.0
233230220995,8,14.0,14.0,0.0,5500000.0,8,7,4.0,1,4,4.0,2,7,4.0
233230210451,5,5.0,5.0,21709500.0,15000000.0,8,8,3.0,8,8,5.0,4,8,8.0
233230210292,1,9.0,1.0,8000000.0,0.0,8,7,6.0,8,6,1.0,4,7,5.0
233230180289,7,14.0,1.0,2000000.0,0.0,8,5,2.0,8,3,5.0,4,5,5.0
233230170873,10,7.0,6.0,5000000.0,5000000.0,8,8,6.0,6,3,4.0,3,8,8.0
233230160814,9,1.0,13.0,0.0,0.0,1,1,4.0,1,3,1.0,3,1,2.0
233230160253,2,6.0,6.0,2000000.0,2000000.0,8,7,3.0,3,4,4.0,2,7,6.0
233230140942,1,5.0,1.0,3985300.0,0.0,8,5,4.0,7,6,4.0,3,5,6.0
233230120318,4,14.0,6.0,1000000.0,2500000.0,8,6,3.0,1,3,5.0,4,6,6.0
233230111017,4,13.0,13.0,0.0,0.0,1,1,3.0,8,3,4.0,2,1,1.0
233230081010,9,9.0,1.0,3000000.0,0.0,8,3,4.0,5,4,1.0,2,3,4.0
233230080615,5,1.0,14.0,0.0,2500000.0,8,2,5.0,1,3,3.0,3,2,2.0
233230080079,1,6.0,10.0,5500000.0,5000000.0,8,8,1.0,8,4,1.0,4,8,7.0
233230070210,7,9.0,1.0,2000000.0,0.0,8,3,3.0,1,4,3.0,4,3,2.0
233230040976,7,9.0,1.0,3000000.0,0.0,8,3,4.0,1,1,1.0,3,3,3.0
233210281709,10,3.0,3.0,1700000.0,0.0,8,1,4.0,3,3,5.0,2,1,2.0
233210281153,8,1.0,13.0,0.0,0.0,1,1,2.0,4,1,5.0,3,1,2.0
233210280791,8,14.0,1.0,2250000.0,0.0,8,2,4.0,1,3,4.0,2,2,2.0
233210261484,6,9.0,1.0,8000000.0,0.0,8,8,3.0,7,4,1.0,3,8,6.0
233210240447,7,11.0,1.0,1500000.0,0.0,8,8,1.0,4,1,4.0,1,8,4.0
233210240246,1,10.0,1.0,4500000.0,0.0,8,8,2.0,8,4,5.0,4,8,3.0
233210240174,7,6.0,1.0,12000000.0,0.0,8,8,5.0,5,5,1.0,3,8,7.0
233210231369,10,1.0,6.0,0.0,7000000.0,8,8,4.0,7,6,1.0,3,8,8.0
233210230180,10,6.0,1.0,17372000.0,0.0,8,8,5.0,7,6,4.0,4,8,8.0
233210230071,9,3.0,1.0,2000000.0,0.0,8,3,3.0,3,3,1.0,1,3,3.0
233210220845,1,6.0,1.0,17800000.0,0.0,8,8,4.0,8,6,1.0,4,8,7.0
233210220379,9,13.0,14.0,0.0,5000000.0,8,8,2.0,3,3,3.0,1,8,4.0
233210211718,1,12.0,1.0,0.0,0.0,1,1,3.0,8,3,1.0,4,1,5.0
233210211686,1,9.0,1.0,10000000.0,0.0,8,8,2.0,7,6,1.0,4,8,5.0
233210211620,8,6.0,14.0,4000000.0,600000.0,8,8,2.0,1,4,3.0,3,8,4.0
233210210291,5,14.0,1.0,58329009.0,0.0,8,8,4.0,8,8,1.0,4,8,8.0
233210200942,5,6.0,5.0,19737067.0,4000000.0,8,8,4.0,7,1,5.0,4,8,8.0
233210191618,9,14.0,1.0,1000000.0,0.0,5,1,4.0,1,3,3.0,1,1,1.0
233210181857,1,6.0,10.0,3300000.0,1300000.0,8,8,2.0,7,3,5.0,3,8,6.0
233210180263,7,1.0,5.0,0.0,13983850.0,8,8,3.0,7,6,3.0,3,8,7.0
233210180225,5,10.0,10.0,15000000.0,15000000.0,8,8,3.0,8,7,1.0,4,8,8.0
233210171774,2,9.0,1.0,1000000.0,0.0,5,1,5.0,1,1,2.0,2,1,1.0
233210171188,6,1.0,5.0,0.0,4281800.0,8,8,3.0,3,4,5.0,3,8,4.0
233210161655,6,7.0,1.0,5000000.0,0.0,8,4,6.0,3,3,1.0,2,4,4.0
233210161470,5,13.0,1.0,0.0,0.0,1,1,2.0,1,3,1.0,3,1,2.0
233210161457,6,5.0,1.0,4500000.0,0.0,8,4,5.0,7,3,4.0,1,4,5.0
233210151095,9,1.0,7.0,0.0,1000000.0,5,1,3.0,7,3,4.0,3,1,5.0
233210150902,6,9.0,1.0,3000000.0,0.0,8,3,4.0,7,4,4.0,3,3,6.0
233210150405,5,6.0,14.0,11200000.0,0.0,8,8,4.0,7,7,4.0,3,8,8.0
233210141790,8,6.0,5.0,5100000.0,4000000.0,8,8,5.0,8,8,5.0,4,8,8.0
233210131358,8,5.0,1.0,45000000.0,0.0,8,8,3.0,8,8,1.0,5,8,8.0
233210130279,1,6.0,5.0,3000000.0,3000000.0,8,8,2.0,1,1,5.0,2,8,3.0
233210121803,5,1.0,6.0,0.0,6300000.0,8,8,2.0,7,4,2.0,3,8,8.0
233210120338,7,14.0,1.0,1500000.0,0.0,8,8,1.0,6,4,4.0,1,8,4.0
233210120276,7,5.0,5.0,23804219.0,30345242.0,8,8,4.0,8,7,1.0,4,8,8.0
233210111480,8,13.0,14.0,0.0,4000000.0,8,8,2.0,1,1,1.0,4,8,7.0
233210111273,8,6.0,1.0,13000000.0,0.0,8,8,3.0,5,3,1.0,3,8,8.0
233210101499,2,1.0,1.0,0.0,0.0,1,1,4.0,7,3,1.0,3,1,4.0
233210100279,5,14.0,5.0,20000000.0,5000000.0,8,8,7.0,8,6,4.0,5,8,8.0
233210070980,7,13.0,1.0,0.0,1523400.0,8,1,4.0,4,3,4.0,4,1,3.0
233210061641,8,6.0,13.0,4000000.0,0.0,8,8,2.0,7,3,5.0,3,8,7.0
233210060587,8,6.0,1.0,2071000.0,0.0,8,3,3.0,1,3,5.0,2,3,3.0
233210030528,3,12.0,9.0,5000000.0,10000000.0,8,8,4.0,8,7,5.0,4,8,8.0
233210030283,7,5.0,1.0,34000000.0,0.0,8,8,3.0,8,6,5.0,5,8,8.0
233210011210,5,5.0,1.0,50237497.0,0.0,8,8,4.0,7,7,4.0,4,8,8.0
233210010249,1,6.0,1.0,10000000.0,0.0,8,8,5.0,7,1,1.0,5,8,5.0
233210010104,8,6.0,14.0,20500000.0,6000000.0,8,8,4.0,6,3,5.0,5,8,6.0
233111280863,8,9.0,14.0,3000000.0,4500000.0,8,8,5.0,7,3,5.0,2,8,7.0
233111280299,5,6.0,13.0,5700000.0,0.0,8,8,4.0,7,4,4.0,3,8,7.0
233111270638,2,1.0,6.0,0.0,5009598.0,8,7,4.0,7,6,4.0,3,7,7.0
233111240261,9,6.0,1.0,9805000.0,0.0,8,8,4.0,7,4,1.0,4,8,8.0
233111240203,5,14.0,1.0,4000000.0,0.0,8,7,3.0,8,4,5.0,5,7,8.0
233111230868,7,12.0,1.0,3409709.0,0.0,8,8,2.0,6,3,5.0,3,8,6.0
233111120865,8,12.0,12.0,3900000.0,3600000.0,8,8,4.0,7,6,4.0,4,8,8.0
233111120371,1,1.0,7.0,0.0,3500000.0,8,8,2.0,1,2,5.0,2,8,3.0
233111110433,1,6.0,13.0,7620620.0,0.0,8,8,5.0,7,4,5.0,3,8,6.0
233110150740,1,11.0,5.0,3000000.0,4500000.0,8,8,4.0,4,3,2.0,3,8,3.0
233110130937,10,1.0,5.0,0.0,4000000.0,8,3,5.0,7,6,5.0,3,3,6.0
233110130002,1,7.0,5.0,3000000.0,5726100.0,8,8,2.0,7,6,1.0,2,8,7.0
233110120140,8,11.0,1.0,3000000.0,0.0,8,2,6.0,3,3,3.0,2,2,2.0
